"Molecule ChEMBL ID";"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Warning Type";"Warning Class";"Description";"Country";"First Withdrawn Year";"EFO ID";"EFO Term";"EFO ID for Warning Class";"References"
"CHEMBL806";"CHEMBL806";"FLUTAMIDE";"Black Box Warning";"nephrotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011056";""
"CHEMBL2103795";"CHEMBL2028661";"AZILSARTAN MEDOXOMIL";"Black Box Warning";"teratogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0009880";"Type: DailyMed RefID: 52b27c75-9f5a-4816-bafd-dace9d7d2063 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52b27c75-9f5a-4816-bafd-dace9d7d2063"
"CHEMBL646";"CHEMBL646";"TRIAZOLAM";"Withdrawn";"neurotoxicity";"Psychiatric reaction and amnesia";"['Finland', 'United Kingdom', 'Argentina', 'France', 'Netherlands']";"[1982, 1982, 1982, 1982, 1982]";"EFO:1001454";"amnesia";"EFO:0011057";"Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: WHO RefID: https://cdn.who.int/media/docs/default-source/pvg/drug-alerts/da020---drug_alert20withdrawal_triazolam.pdf?sfvrsn=69f3f52a_4 URL: https://cdn.who.int/media/docs/default-source/pvg/drug-alerts/da020---drug_alert20withdrawal_triazolam.pdf?sfvrsn=69f3f52a_4"
"CHEMBL1071";"CHEMBL1071";"OXAPROZIN";"Black Box Warning";"cardiotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:1001482";"Type: DailyMed RefID: 53d958ba-7a60-461b-8622-b73831a00725 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53d958ba-7a60-461b-8622-b73831a00725|Type: DailyMed RefID: 6bb78fd2-5d6f-1b41-e053-2991aa0af497 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6bb78fd2-5d6f-1b41-e053-2991aa0af497|Type: DailyMed RefID: ea1de47e-3101-4414-817c-0a098af8988c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea1de47e-3101-4414-817c-0a098af8988c|Type: FDA RefID: 42f56cc8-9843-4786-9bc6-5699a06676be URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42f56cc8-9843-4786-9bc6-5699a06676be|Type: FDA RefID: db349233-9f09-471c-aeee-f91338d2ffe9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db349233-9f09-471c-aeee-f91338d2ffe9|Type: FDA RefID: c3582c13-18e0-486d-b40a-ce4b889cdf71 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3582c13-18e0-486d-b40a-ce4b889cdf71"
"CHEMBL2103741";"CHEMBL1624";"LEVOTHYROXINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: e95720f2-91c9-a6d0-f7d5-8bcb94d07bbc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e95720f2-91c9-a6d0-f7d5-8bcb94d07bbc|Type: DailyMed RefID: 73219266-dbcd-4db3-8b1e-53d5a2bdc15d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73219266-dbcd-4db3-8b1e-53d5a2bdc15d|Type: DailyMed RefID: 70df9c08-665f-4b12-9b11-e5521ebca3ea URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=70df9c08-665f-4b12-9b11-e5521ebca3ea|Type: DailyMed RefID: b334e280-8af7-4fe6-a812-0781800f83f6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b334e280-8af7-4fe6-a812-0781800f83f6|Type: DailyMed RefID: 5723c7a7-2a1d-4ab6-bf39-b2165ae781a6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5723c7a7-2a1d-4ab6-bf39-b2165ae781a6"
"CHEMBL421701";"CHEMBL1185568";"DITHIAZANINE";"Withdrawn";"vascular toxicity";"fatal cases of severe acidosis and shock";"['Chad', 'France', 'Italy', 'Cuba']";"[1964, 1964, 1964, 1964]";"HP:0031273";"Shock";"EFO:0011062";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL408";"CHEMBL408";"TROGLITAZONE";"Withdrawn";"hepatotoxicity";"Severe hepatic adverse effects";"['Peru', 'United States', 'United Kingdom']";"[1997, 1997, 1997]";"EFO:0004228";"drug-induced liver injury";"EFO:0011052";"Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3|Type: DOI RefID: 10.1016/S0140-6736(05)64289-4 URL: https://doi.org/10.1016/S0140-6736(05)64289-4|Type: DOI RefID: 10.1016/S0140-6736(05)64289-4 URL: https://doi.org/10.1016/S0140-6736(05)64289-4|Type: DOI RefID: 10.1016/S0140-6736(05)64289-4 URL: https://doi.org/10.1016/S0140-6736(05)64289-4|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3|Type: DOI RefID: 10.1016/S0140-6736(05)64289-4 URL: https://doi.org/10.1016/S0140-6736(05)64289-4|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf"
"CHEMBL717";"CHEMBL717";"MEDROXYPROGESTERONE ACETATE";"Black Box Warning";"respiratory toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011060";"Type: DailyMed RefID: 9eb200b0-db96-4a51-87ea-04db862978c8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9eb200b0-db96-4a51-87ea-04db862978c8|Type: DailyMed RefID: 816b9fd2-bc55-496b-846a-cabe7bbdecd6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=816b9fd2-bc55-496b-846a-cabe7bbdecd6|Type: DailyMed RefID: 0df6fd1e-7d9c-4a38-848c-1e562e211c91 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0df6fd1e-7d9c-4a38-848c-1e562e211c91|Type: FDA RefID: 93b7c9e8-fa4a-4b6f-879f-d71fd251e349 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93b7c9e8-fa4a-4b6f-879f-d71fd251e349|Type: FDA RefID: a36c89b7-9463-4d00-a4d3-021d77090077 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a36c89b7-9463-4d00-a4d3-021d77090077|Type: FDA RefID: e69019a5-90c0-4be7-ad1f-b8b44baa97e6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e69019a5-90c0-4be7-ad1f-b8b44baa97e6"
"CHEMBL599";"CHEMBL599";"MELOXICAM";"Black Box Warning";"gastrointestinal toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011050";"Type: DailyMed RefID: 108397e9-672d-4061-bb74-65818c782d61 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=108397e9-672d-4061-bb74-65818c782d61|Type: DailyMed RefID: 14e7472a-24fe-4ae1-abc7-c2972ce8cd74 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14e7472a-24fe-4ae1-abc7-c2972ce8cd74|Type: DailyMed RefID: 3e37bece-b23e-41ca-9557-5105087e273b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e37bece-b23e-41ca-9557-5105087e273b|Type: FDA RefID: 49367275-4bff-4e36-8a91-e59eb07aa15f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=49367275-4bff-4e36-8a91-e59eb07aa15f|Type: FDA RefID: b0007733-b331-8202-e053-2995a90a4f69 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0007733-b331-8202-e053-2995a90a4f69|Type: FDA RefID: 218e71c6-265a-45f4-b660-5c1da5a36bd2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=218e71c6-265a-45f4-b660-5c1da5a36bd2|Type: FDA RefID: ef3447a9-ed6a-4cba-9681-09ae9dc8b630 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef3447a9-ed6a-4cba-9681-09ae9dc8b630|Type: FDA RefID: f2b42bdc-47e1-19c5-e053-2a95a90a1828 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2b42bdc-47e1-19c5-e053-2a95a90a1828"
"CHEMBL656";"CHEMBL656";"OXYCODONE";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: DailyMed RefID: b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c|Type: DailyMed RefID: e1389a76-3e32-4482-967c-ca1c8e810c2d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1389a76-3e32-4482-967c-ca1c8e810c2d|Type: DailyMed RefID: 1a190488-3444-43b0-b9c8-45c1eb371aad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a190488-3444-43b0-b9c8-45c1eb371aad|Type: DailyMed RefID: 72274f64-50eb-4725-bf20-5c05e2784154 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72274f64-50eb-4725-bf20-5c05e2784154|Type: DailyMed RefID: 92614a3a-331d-16ad-e053-2a95a90a47cc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92614a3a-331d-16ad-e053-2a95a90a47cc|Type: FDA RefID: 11eddb9e-1cd6-4205-a3ce-c595c88e9d55 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=11eddb9e-1cd6-4205-a3ce-c595c88e9d55|Type: FDA RefID: 1bcddbe1-c453-43ec-a822-9e993b885a5f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bcddbe1-c453-43ec-a822-9e993b885a5f|Type: FDA RefID: bdade691-3687-3308-e053-2995a90ad6ed URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bdade691-3687-3308-e053-2995a90ad6ed|Type: FDA RefID: c10cc127-8756-4ddc-9f46-1e003ef271dc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c10cc127-8756-4ddc-9f46-1e003ef271dc|Type: FDA RefID: 17f7946d-e889-b736-e063-6394a90a42e0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17f7946d-e889-b736-e063-6394a90a42e0"
"CHEMBL1703";"CHEMBL1431";"METFORMIN";"Black Box Warning";"respiratory toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011060";"Type: DailyMed RefID: 2083c4c9-64b0-46d7-9273-4c89ba8b78cc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2083c4c9-64b0-46d7-9273-4c89ba8b78cc|Type: DailyMed RefID: 6249318a-dd65-4323-b501-386305aad059 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6249318a-dd65-4323-b501-386305aad059|Type: DailyMed RefID: 385b9101-7a6d-47a6-9e24-aea8f33c0387 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=385b9101-7a6d-47a6-9e24-aea8f33c0387|Type: DailyMed RefID: 5df6adc9-79fd-66ef-e053-2991aa0a75ce URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5df6adc9-79fd-66ef-e053-2991aa0a75ce"
"CHEMBL2107519";"CHEMBL2107519";"CHLORNAPHAZINE";"Withdrawn";"carcinogenicity";"Carcinogenic especially in the bladder";"['Denmark']";"[1964]";"EFO:0011046";"carcinogenicity";"EFO:0011046";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL571";"CHEMBL571";"KETOPROFEN";"Black Box Warning";"neurotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011057";"Type: DailyMed RefID: 53f6cbfe-b140-4314-8113-67f6c68e9c6e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53f6cbfe-b140-4314-8113-67f6c68e9c6e|Type: DailyMed RefID: 71770241-8e44-c120-e053-2a95a90a107b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71770241-8e44-c120-e053-2a95a90a107b|Type: DailyMed RefID: 6fa9c4bb-9adf-4a76-b6d4-017b65fe6b91 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6fa9c4bb-9adf-4a76-b6d4-017b65fe6b91|Type: FDA RefID: d0f47ab6-29ff-df07-e053-2a95a90a2b51 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0f47ab6-29ff-df07-e053-2a95a90a2b51|Type: FDA RefID: 9bf86115-8c8d-48f4-9cbe-7709c5ca0d0f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9bf86115-8c8d-48f4-9cbe-7709c5ca0d0f"
"CHEMBL606";"CHEMBL606";"MISOPROSTOL";"Black Box Warning";"teratogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0009880";"Type: DailyMed RefID: f15b41bd-ed36-4908-aba5-f0a019b7a26e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f15b41bd-ed36-4908-aba5-f0a019b7a26e|Type: DailyMed RefID: a2925ca4-fefb-4a4b-a262-dc8559b50b91 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a2925ca4-fefb-4a4b-a262-dc8559b50b91|Type: DailyMed RefID: 8642b8e4-d1bb-f12a-e053-2a91aa0a14bf URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8642b8e4-d1bb-f12a-e053-2a91aa0a14bf|Type: DailyMed RefID: 6801a2df-2ed3-43c8-84d3-6855800589ed URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6801a2df-2ed3-43c8-84d3-6855800589ed|Type: FDA RefID: 07e58d46-ce43-4c8f-810c-3361a41e5a4e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07e58d46-ce43-4c8f-810c-3361a41e5a4e|Type: FDA RefID: 269a12db-b5a4-4beb-8c13-07f2ef6a58ec URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=269a12db-b5a4-4beb-8c13-07f2ef6a58ec|Type: FDA RefID: 21386aa1-dc51-41c9-8872-dec4c71ebb46 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=21386aa1-dc51-41c9-8872-dec4c71ebb46|Type: FDA RefID: 2b5d0fcb-cc9c-5bb0-e063-6294a90ab1c8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b5d0fcb-cc9c-5bb0-e063-6294a90ab1c8"
"CHEMBL2103744";"CHEMBL70";"MORPHINE";"Black Box Warning";"respiratory toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011060";"Type: DailyMed RefID: f7e9a4b3-a2ee-4f0a-becd-6ef90867332b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7e9a4b3-a2ee-4f0a-becd-6ef90867332b|Type: DailyMed RefID: fadc40ce-8ac9-439f-8842-a4c3962f8a31 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fadc40ce-8ac9-439f-8842-a4c3962f8a31|Type: DailyMed RefID: bbfded4a-9316-4653-bd6c-3b130f59ef04 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bbfded4a-9316-4653-bd6c-3b130f59ef04|Type: FDA RefID: 67f0ee8d-696e-4c08-9007-3df0e3988bad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67f0ee8d-696e-4c08-9007-3df0e3988bad|Type: FDA RefID: 07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a|Type: FDA RefID: 872ceecb-1f14-7a43-7451-e4650a01fbd9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=872ceecb-1f14-7a43-7451-e4650a01fbd9|Type: FDA RefID: 367d508b-3226-42a9-8dc6-f67cdc9979f3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=367d508b-3226-42a9-8dc6-f67cdc9979f3|Type: FDA RefID: 300b6afd-bac8-32ca-e063-6294a90a12a7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=300b6afd-bac8-32ca-e063-6294a90a12a7"
"CHEMBL2107239";"CHEMBL2107239";"IOXITALAMIC ACID";"Withdrawn";"vascular toxicity";"Severe adverse reactions including hypotension, arrhythmias, pulmonary oedema and renal disorders";"['Germany']";"[1998]";"EFO:0005251";"hypotension";"EFO:0011062";"Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3"
"CHEMBL2103744";"CHEMBL70";"MORPHINE";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: DailyMed RefID: fadc40ce-8ac9-439f-8842-a4c3962f8a31 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fadc40ce-8ac9-439f-8842-a4c3962f8a31|Type: DailyMed RefID: bbfded4a-9316-4653-bd6c-3b130f59ef04 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bbfded4a-9316-4653-bd6c-3b130f59ef04|Type: DailyMed RefID: f7e9a4b3-a2ee-4f0a-becd-6ef90867332b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7e9a4b3-a2ee-4f0a-becd-6ef90867332b|Type: FDA RefID: 872ceecb-1f14-7a43-7451-e4650a01fbd9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=872ceecb-1f14-7a43-7451-e4650a01fbd9|Type: FDA RefID: 67f0ee8d-696e-4c08-9007-3df0e3988bad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67f0ee8d-696e-4c08-9007-3df0e3988bad|Type: FDA RefID: 07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a|Type: FDA RefID: 367d508b-3226-42a9-8dc6-f67cdc9979f3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=367d508b-3226-42a9-8dc6-f67cdc9979f3|Type: FDA RefID: 300b6afd-bac8-32ca-e063-6294a90a12a7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=300b6afd-bac8-32ca-e063-6294a90a12a7"
"CHEMBL1200735";"CHEMBL32";"MOXIFLOXACIN";"Black Box Warning";"musculoskeletal toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011055";"Type: DailyMed RefID: 371ca7b2-c62d-ef4b-3076-890b385bfff8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=371ca7b2-c62d-ef4b-3076-890b385bfff8|Type: DailyMed RefID: 8918ee32-2f04-72d9-e053-2a95a90a51ee URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8918ee32-2f04-72d9-e053-2a95a90a51ee|Type: DailyMed RefID: 4fd26bda-2eba-1730-e054-00144ff88e88 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4fd26bda-2eba-1730-e054-00144ff88e88|Type: DailyMed RefID: 6067b2ee-2171-49bb-aa07-1d401ebf4f2e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6067b2ee-2171-49bb-aa07-1d401ebf4f2e|Type: FDA RefID: 1c6f7150-a8f4-408f-956f-c26d37030cf4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c6f7150-a8f4-408f-956f-c26d37030cf4|Type: FDA RefID: d20ba997-30de-445c-8766-924112bd834a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d20ba997-30de-445c-8766-924112bd834a|Type: FDA RefID: 815d71cf-02de-4190-9bd1-3fdc67ef0f06 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=815d71cf-02de-4190-9bd1-3fdc67ef0f06|Type: FDA RefID: 02c29e8e-8346-4e28-b7fc-2f4cb61ad37d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02c29e8e-8346-4e28-b7fc-2f4cb61ad37d"
"CHEMBL741";"CHEMBL741";"LAMOTRIGINE";"Black Box Warning";"dermatological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011048";"Type: DailyMed RefID: 71a48f30-97f8-44d9-aaff-71447c553688 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71a48f30-97f8-44d9-aaff-71447c553688|Type: DailyMed RefID: 25a6a6f9-cbaa-4328-8846-f73844dbd01d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25a6a6f9-cbaa-4328-8846-f73844dbd01d|Type: DailyMed RefID: 4e2b9ebe-638c-0182-e054-00144ff8d46c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e2b9ebe-638c-0182-e054-00144ff8d46c|Type: DailyMed RefID: c578d89a-7ea6-4927-af1a-a39e975d4fa7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c578d89a-7ea6-4927-af1a-a39e975d4fa7|Type: DailyMed RefID: 44670496-41ea-36a1-c435-32e359766a74 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44670496-41ea-36a1-c435-32e359766a74|Type: DailyMed RefID: e243e803-e95f-47a6-a6da-5fed657f4462 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e243e803-e95f-47a6-a6da-5fed657f4462|Type: FDA RefID: 634dbe6c-4874-4d54-aa25-be02d3341f16 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=634dbe6c-4874-4d54-aa25-be02d3341f16|Type: FDA RefID: dd9850b8-05a2-4d70-9a42-19f43b2d14a3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd9850b8-05a2-4d70-9a42-19f43b2d14a3|Type: FDA RefID: 4bbc140c-6092-416d-865d-49b89c5ecdd0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4bbc140c-6092-416d-865d-49b89c5ecdd0"
"CHEMBL1070";"CHEMBL1070";"NABUMETONE";"Black Box Warning";"neurotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011057";"Type: DailyMed RefID: 079a8a9e-6d71-414a-83f3-ef68e323c1fd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=079a8a9e-6d71-414a-83f3-ef68e323c1fd|Type: DailyMed RefID: 53656d70-6572-4669-6465-6c6973555341 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53656d70-6572-4669-6465-6c6973555341|Type: DailyMed RefID: 5205183f-4935-3ea9-e054-00144ff8d46c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5205183f-4935-3ea9-e054-00144ff8d46c|Type: DailyMed RefID: 4803746e-3105-423e-b8c6-3735718798e0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4803746e-3105-423e-b8c6-3735718798e0|Type: DailyMed RefID: 9df9212a-cf34-42b4-bd84-796b9e981eb0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9df9212a-cf34-42b4-bd84-796b9e981eb0|Type: FDA RefID: 0186328f-3eb7-4407-bf9e-8007d08ebe7b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0186328f-3eb7-4407-bf9e-8007d08ebe7b|Type: FDA RefID: 113dbe00-742e-aac8-8570-dd4d31349159 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=113dbe00-742e-aac8-8570-dd4d31349159|Type: FDA RefID: f4392863-ed3f-4fbd-8260-49827609aa2e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4392863-ed3f-4fbd-8260-49827609aa2e|Type: FDA RefID: 6106afa3-e138-4b4d-8c13-992bf5062097 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6106afa3-e138-4b4d-8c13-992bf5062097|Type: FDA RefID: ad9f2a34-6244-49b7-98ee-af18cb55693c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad9f2a34-6244-49b7-98ee-af18cb55693c"
"CHEMBL1201608";"CHEMBL1201608";"MUROMONAB-CD3";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL40";"CHEMBL40";"PHENOBARBITAL";"Withdrawn";"drug misuse";"Fatal intoxications and abuse";"['Sweden']";"[1985]";"MONDO:0002491";"substance abuse";"EFO:0011049";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL64894";"CHEMBL459265";"HEXAMETHYL PARAROSANILINE";"Withdrawn";"gastrointestinal toxicity";"Reports of adverse reactions and toxicity such as buccal ulceration, stomatitis, kerato-conjunctivitis. Studies have shown methylrosanilinium chloride to be a carcinogen in mice and it has been labelled as a mutagen, a mitotic poison and a clastogen";"['Malaysia']";"[1998]";"HP:0000155";"Oral ulcer";"EFO:0011050";"Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3|Type: WHO RefID: EDM-QSM-2001.3 URL: https://www.who.int/publications/i/item/EDM-QSM-2001.3"
